### IMAGE_DOS_HEADER   Groesse 128 (0x80)
  +0xf4    clockwiseCardinalTranslationMatrix         Point8[8]              64 Byte
  +0x138   field61_0x138                              int                    4 Byte
  +0x13c   BuildingPartsOffsets                       XYPair[4][3]           96 Byte
  +0x19c   field63_0x19c                              XYPair[4]              32 Byte
  +0x1bc   DAT_Stockpile_BuildingPartsOffsets         XYPair[4]              32 Byte
  +0x1dc   StockpilePathableOffsets                   XYPair[9]              72 Byte
  +0x264   field130_0x264                             XYPair[3][12]          288 Byte
  +0x384   unkXYOffsets_0x384                         Point8IntXY[8]         64 Byte
  +0x3c4   field132_0x3c4                             Point8IntXY[8]         64 Byte
  +0x444   field197_0x444                             XYPair[24]             192 Byte
  +0x50c   field206_0x50c                             XYPair                 8 Byte
  +0x518   field211_0x518                             XYPair                 8 Byte
  +0x56c   field288_0x56c                             XYPair                 8 Byte
  +0x578   field293_0x578                             XYPair                 8 Byte
  +0x5cc   field370_0x5cc                             XYPair                 8 Byte
  +0x68c   field555_0x68c                             XYPair                 8 Byte
  +0x84c   field996_0x84c                             int[25]                100 Byte
  +0x8b4   field1001_0x8b4                            int[25]                100 Byte
  +0x91c   WheatFarmTiles                             XYPair[4][36]          1152 Byte
  +0xd9c   HopFarmProperty1                           XYPair[2][24]          384 Byte
  +0xf1c   AppleFarmOffsets                           XYPair[8]              64 Byte
  +0xf5c   field1009_0xf5c                            WheatFarmFieldSpec[4][27] 1296 Byte
  +0x196c  field2290_0x196c                           XYPair[4]              32 Byte
  +0x198c  field2291_0x198c                           XYPair[9]              72 Byte
  +0x19d4  field2292_0x19d4                           XYPair[16]             128 Byte
  +0x1a54  field2293_0x1a54                           int[4][16]             256 Byte
  +0x1b54  field2294_0x1b54                           int[4][16]             256 Byte
  +0x1c54  field2295_0x1c54                           int[4][16]             256 Byte
  +0x1d54  field2296_0x1d54                           byte[4][2]             8 Byte
  +0x1d5c  field2297_0x1d5c                           byte[4][2]             8 Byte
  +0x1d64  field2298_0x1d64                           UnkBytePair[8]         16 Byte
  +0x1d74  DAT_MapSizes                               int[5]                 20 Byte
  +0x1e2c  DAT_SomeOrientationOrderArray              int[8]                 32 Byte
  +0x1e4c  field2465_0x1e4c                           int[32]                128 Byte
  +0x1ecc  drawBridgeOffsets                          XYPair[4][9]           288 Byte
  +0x1fec  field2467_0x1fec                           int[4][25]             400 Byte
  +0x217c  TowerTileOffsetsBySize                     int[7][4]              112 Byte
  +0x21ec  field2469_0x21ec                           int[4][25]             400 Byte
  +0x237c  DrawbridgeOrientationMapping               int[4][25]             400 Byte
  +0x250c  DrawbridgeTileMoatProperty                 int[26]                104 Byte
  +0x2574  orientationRelativeBuildingTileOffset2     int[60]                240 Byte
  +0x2664  orientationRelativeBuildingTileOffset1     int[64]                256 Byte
  +0x2764  field2474_0x2764                           XYPair[501]            4008 Byte
